index,project name,street name,tenure,no. of units,price,nett price,areasq,type of area,floor level,unit price psf,date of sale,market segment_CCR,market segment_OCR,market segment_RCR,postal district_2.0,postal district_3.0,postal district_4.0,postal district_5.0,postal district_8.0,postal district_9.0,postal district_10.0,postal district_11.0,postal district_12.0,postal district_13.0,postal district_14.0,postal district_15.0,postal district_16.0,postal district_17.0,postal district_18.0,postal district_19.0,postal district_20.0,postal district_21.0,postal district_22.0,postal district_23.0,postal district_25.0,postal district_26.0,postal district_27.0,postal district_28.0,type_Detached,type_Semi-detached,type_Terrace,type of sale_New Sale,type of sale_Resale,type of sale_Sub Sale
6128,LANDED HOUSING DEVELOPMENT,JALAN SANKAM,999,1.0,2720000.0,-,2179.0,Land,-,1248.0,Mar-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6129,OPERA ESTATE,FIGARO STREET,999,1.0,2720000.0,-,1439.0,Land,-,1890.0,Mar-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6130,SERANGOON GARDEN ESTATE,COWDRAY AVENUE,932,1.0,2720000.0,-,2168.0,Land,-,1255.0,Apr-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6131,CORAL PARK,PEMIMPIN PLACE,999,1.0,2720000.0,-,1739.0,Land,-,1564.0,Sep-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
6132,LUXUS HILLS,LUXUS HILL AVENUE,857,1.0,2718000.0,-,1615.0,Land,-,1683.0,Apr-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6133,LANDED HOUSING DEVELOPMENT,LORONG 104 CHANGI,999,1.0,2718000.0,-,1772.0,Land,-,1534.0,Mar-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6134,LANDED HOUSING DEVELOPMENT,PASIR PANJANG ROAD,999,1.0,2718000.0,-,2530.0,Land,-,1075.0,Jul-2019,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6135,NIM COLLECTION,NIM RISE,94,1.0,2715000.0,-,1970.0,Land,-,1378.0,Mar-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
6136,LANDED HOUSING DEVELOPMENT,JALAN PELIKAT,999,1.0,2710000.0,-,3043.0,Land,-,891.0,Nov-2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6137,STRATTON GREEN,STRATTON DRIVE,999,1.0,2710000.0,-,1904.0,Land,-,1423.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6138,GOLDEN RISE ESTATE,TOH TUCK WALK,999,1.0,2710000.0,-,2189.0,Land,-,1238.0,Jun-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6139,PARRY PARK,PARRY WALK,855,1.0,2708888.0,-,2692.0,Land,-,1006.0,Jun-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6140,MACPHERSON GARDEN ESTATE,JALAN GEMBIRA,999,1.0,2708000.0,-,2320.0,Land,-,1167.0,Dec-2017,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6141,LANDED HOUSING DEVELOPMENT,HILLSIDE DRIVE,854,1.0,2708000.0,-,2172.0,Land,-,1247.0,Dec-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6142,PAVILION PARK,PAVILION CIRCLE,999,1.0,2708000.0,-,1681.0,Land,-,1611.0,May-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6143,THE SPRINGSIDE,SPRINGSIDE VIEW,999,1.0,2708000.0,-,1744.0,Land,-,1553.0,Oct-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
6144,LANDED HOUSING DEVELOPMENT,LORONG 105 CHANGI,999,1.0,2708000.0,-,1725.0,Land,-,1569.0,Nov-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6145,THE SPRINGSIDE,SPRINGSIDE AVENUE,999,1.0,2708000.0,-,2311.0,Land,-,1172.0,Sep-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
6146,LANDED HOUSING DEVELOPMENT,KANG CHOO BIN ROAD,861,1.0,2706888.0,-,2161.0,Land,-,1252.0,Sep-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6147,LANDED HOUSING DEVELOPMENT,LORONG 7 REALTY PARK,854,1.0,2705000.0,-,2713.0,Land,-,997.0,Jun-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6148,PAVILION PARK,PAVILION GREEN,999,1.0,2703150.0,-,1615.0,Land,-,1674.0,Nov-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6149,PAVILION PARK,PAVILION GREEN,999,1.0,2703150.0,-,1615.0,Land,-,1674.0,Dec-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6150,FRANKEL ESTATE,DUNBAR WALK,999,1.0,2701000.0,-,1671.0,Land,-,1617.0,Aug-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6151,YONG SENG ESTATE,JALAN SENANG,999,1.0,2700000.0,-,1889.0,Land,-,1429.0,Jun-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6152,SOUTH UNION PARK,ELITE PARK AVENUE,999,1.0,2700000.0,-,1642.0,Land,-,1645.0,Nov-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6153,LANDED HOUSING DEVELOPMENT,JALAN PERNAMA,999,1.0,2700000.0,-,3571.0,Land,-,756.0,May-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6154,SERANGOON GARDEN ESTATE,CARDIFF GROVE,934,1.0,2700000.0,-,2641.0,Land,-,1022.0,Jan-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6155,LOWLAND TERRACE,LOWLAND ROAD,999,1.0,2700000.0,-,1664.0,Land,-,1622.0,Apr-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6156,LANDED HOUSING DEVELOPMENT,WOLSKEL ROAD,999,1.0,2700000.0,-,2265.0,Land,-,1192.0,Feb-2021,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6157,SEMBAWANG SPRINGS ESTATE,JALAN MALU-MALU,863,1.0,2700000.0,-,3667.0,Land,-,736.0,May-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6158,LANDED HOUSING DEVELOPMENT,JOO CHIAT PLACE,999,1.0,2700000.0,-,927.0,Land,-,2913.0,Nov-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6159,SERANGOON GARDEN ESTATE,HUDDINGTON AVENUE,932,1.0,2700000.0,-,2165.0,Land,-,1247.0,Nov-2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6160,CACTUS BLOOM,CACTUS ROAD,999,1.0,2700000.0,-,2263.0,Land,-,1193.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6161,CHWEE CHIAN VIEW,CHWEE CHIAN VIEW,999,1.0,2700000.0,-,1879.0,Land,-,1437.0,Nov-2020,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6162,LANDED HOUSING DEVELOPMENT,THRIFT DRIVE,999,1.0,2700000.0,-,1880.0,Land,-,1436.0,Apr-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6163,LANDED HOUSING DEVELOPMENT,HOW SUN CLOSE,999,1.0,2700000.0,-,1792.0,Land,-,1507.0,Apr-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6164,LANDED HOUSING DEVELOPMENT,HOW SUN CLOSE,999,1.0,2700000.0,-,1800.0,Land,-,1500.0,Feb-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6165,LANDED HOUSING DEVELOPMENT,LORONG 110 CHANGI,999,1.0,2700000.0,-,2370.0,Land,-,1139.0,Jul-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6166,BELGRAVIA PARK,SELETAR TERRACE,999,1.0,2700000.0,-,2143.0,Land,-,1260.0,Aug-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6167,WEST COAST GARDENS,WEST COAST TERRACE,863,1.0,2700000.0,-,1983.0,Land,-,1362.0,Jan-2018,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6168,LANDED HOUSING DEVELOPMENT,JALAN RABU,999,1.0,2700000.0,-,2398.0,Land,-,1126.0,Jul-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
6169,LANDED HOUSING DEVELOPMENT,JALAN KHAMIS,999,1.0,2700000.0,-,2116.0,Land,-,1276.0,Jun-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
6170,LANDED HOUSING DEVELOPMENT,DUKU ROAD,999,1.0,2700000.0,-,1610.0,Land,-,1677.0,Nov-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6171,GLASGOW GREEN,GLASGOW ROAD,854,1.0,2700000.0,-,1621.0,Land,-,1666.0,Oct-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6172,TAI HWAN PARK,TAI HWAN DRIVE,999,1.0,2700000.0,-,1699.0,Land,-,1590.0,Oct-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6173,SERANGOON GARDEN ESTATE,BURGHLEY DRIVE,934,1.0,2700000.0,-,2795.0,Land,-,966.0,Feb-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6174,LANDED HOUSING DEVELOPMENT,LORONG 22 GEYLANG,999,1.0,2700000.0,-,1656.0,Land,-,1631.0,Jan-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6175,LANDED HOUSING DEVELOPMENT,KOVAN ROAD,999,1.0,2700000.0,-,2462.0,Land,-,1097.0,Nov-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6176,LANDED HOUSING DEVELOPMENT,LORONG M TELOK KURAU,999,1.0,2700000.0,-,1665.0,Land,-,1621.0,Feb-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6177,LANDED HOUSING DEVELOPMENT,JALAN JAMAL,999,1.0,2700000.0,-,1350.0,Land,-,2000.0,Apr-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6178,LANDED HOUSING DEVELOPMENT,JALAN JURONG KECHIL,999,1.0,2700000.0,-,2395.0,Land,-,1127.0,Jul-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6179,SPRINGWOOD,JALAN MAT JAMBOL,999,1.0,2700000.0,-,2249.0,Land,-,1201.0,Mar-2017,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6180,LANDED HOUSING DEVELOPMENT,JALAN SINAR BULAN,999,1.0,2700000.0,-,3159.0,Land,-,855.0,Dec-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6181,LANDED HOUSING DEVELOPMENT,SENNETT TERRACE,999,1.0,2700000.0,-,2159.0,Land,-,1250.0,Dec-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6182,STRATTON PARK,STRATTON WALK,999,1.0,2700000.0,-,2223.0,Land,-,1215.0,Jun-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6183,ODEON SEASIDE PARK,EAST COAST ROAD,999,1.0,2700000.0,-,1750.0,Land,-,1543.0,Jun-2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6184,FANTA GARDEN,BEGONIA DRIVE,999,1.0,2700000.0,-,2017.0,Land,-,1339.0,Jan-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6185,HIGHGATE,HIGHGATE CRESCENT,999,1.0,2700000.0,-,1784.0,Land,-,1514.0,Oct-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6186,SUMMER PLACE,SUMMER PLACE,999,1.0,2700000.0,-,2476.0,Land,-,1091.0,Nov-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6187,LANDED HOUSING DEVELOPMENT,DAISY ROAD,999,1.0,2700000.0,-,2023.0,Land,-,1335.0,Dec-2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6188,LANDED HOUSING DEVELOPMENT,LIM AH PIN ROAD,999,1.0,2700000.0,-,1715.0,Land,-,1575.0,Apr-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6189,LANDED HOUSING DEVELOPMENT,LORONG J TELOK KURAU,999,1.0,2700000.0,-,1821.0,Land,-,1482.0,Jul-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6190,PAVILION PARK,PAVILION CIRCLE,999,1.0,2700000.0,-,1617.0,Land,-,1670.0,Oct-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6191,LANDED HOUSING DEVELOPMENT,JOO CHIAT PLACE,999,1.0,2700000.0,-,917.0,Land,-,2944.0,Mar-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6192,SIGLAP PARK,WOO MON CHEW ROAD,999,1.0,2700000.0,-,1679.0,Land,-,1608.0,Jul-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6193,CHEOW KENG GARDEN,CHEOW KENG ROAD,999,1.0,2700000.0,-,1804.0,Land,-,1497.0,May-2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6194,SPRINGLEAF GARDEN,SPRINGLEAF HEIGHT,999,1.0,2700000.0,-,3552.0,Land,-,760.0,Jun-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6195,LANDED HOUSING DEVELOPMENT,BRIGHTON AVENUE,999,1.0,2700000.0,-,2121.0,Land,-,1273.0,Sep-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6196,CHENG SOON GARDEN,CHENG SOON GARDEN,999,1.0,2700000.0,-,2016.0,Land,-,1339.0,Feb-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6197,LANDED HOUSING DEVELOPMENT,RICHARDS PLACE,999,1.0,2700000.0,-,2657.0,Land,-,1016.0,Oct-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6198,LANDED HOUSING DEVELOPMENT,JALAN TARI PIRING,857,1.0,2700000.0,-,1809.0,Land,-,1492.0,Aug-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6199,GENTLE VILLAS,GENTLE DRIVE,71,1.0,2700000.0,-,2199.0,Land,-,1228.0,Nov-2016,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6200,LANDED HOUSING DEVELOPMENT,CAMBRIDGE ROAD,999,1.0,2700000.0,-,2193.0,Land,-,1231.0,Apr-2017,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6201,LANDED HOUSING DEVELOPMENT,SERAYA ROAD,999,1.0,2700000.0,-,1783.0,Land,-,1515.0,Apr-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6202,GUAN SOON VILLAS,GUAN SOON AVENUE,999,1.0,2700000.0,-,1802.0,Land,-,1498.0,Mar-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6203,LANDED HOUSING DEVELOPMENT,JALAN BUMBONG,999,1.0,2700000.0,-,4238.0,Land,-,637.0,Jun-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
6204,SERANGOON GARDEN ESTATE,BURGHLEY DRIVE,933,1.0,2700000.0,-,2800.0,Land,-,964.0,Sep-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6205,LANDED HOUSING DEVELOPMENT,WAK HASSAN DRIVE,86,1.0,2700000.0,-,2661.0,Land,-,1015.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6206,LANDED HOUSING DEVELOPMENT,SENNETT ROAD,999,1.0,2700000.0,-,1880.0,Land,-,1436.0,Dec-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6207,LANDED HOUSING DEVELOPMENT,HIGHLAND ROAD,999,1.0,2700000.0,-,1807.0,Land,-,1494.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6208,WOODLANDS PARK,JALAN KASAU,999,1.0,2700000.0,-,3264.0,Land,-,827.0,May-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
6209,LANDED HOUSING DEVELOPMENT,KIM YAM ROAD,75,1.0,2700000.0,-,1130.0,Land,-,2389.0,Jul-2018,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6210,SERANGOON GARDEN ESTATE,BODMIN DRIVE,933,1.0,2700000.0,-,2800.0,Land,-,964.0,Sep-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6211,LANDED HOUSING DEVELOPMENT,LORONG PAYA LEBAR,999,1.0,2700000.0,-,1637.0,Land,-,1649.0,Jul-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6212,WESTPEAK TERRACE,WEST COAST WALK,999,1.0,2700000.0,-,2189.0,Land,-,1233.0,Dec-2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6213,NIM COLLECTION,NIM RISE,94,1.0,2700000.0,-,1625.0,Land,-,1661.0,Feb-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
6214,SELETAR HILLS ESTATE,JALAN JARAK,857,1.0,2700000.0,-,3164.0,Land,-,853.0,Feb-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6215,HILLVIEW GARDEN ESTATE,JALAN BATU NILAM,999,1.0,2700000.0,-,2146.0,Land,-,1258.0,Mar-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6216,OPERA ESTATE,TERANG BULAN AVENUE,999,1.0,2700000.0,-,1998.0,Land,-,1351.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6217,EXCELSIOR GARDENS,MINARET WALK,999,1.0,2700000.0,-,1615.0,Land,-,1672.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6218,TAI HWAN PARK,TAI HWAN DRIVE,999,1.0,2700000.0,-,1687.0,Land,-,1601.0,Nov-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6219,WELLINGTON PARK,ELLINGTON SQUARE,999,1.0,2700000.0,-,1860.0,Land,-,1452.0,Jul-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
6220,SERANGOON GARDEN ESTATE,BROCKHAMPTON DRIVE,933,1.0,2700000.0,-,2800.0,Land,-,964.0,Aug-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6221,PEOPLE'S GARDEN,LORONG 7 REALTY PARK,854,1.0,2700000.0,-,1920.0,Land,-,1406.0,Sep-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6222,OPERA ESTATE,FIDELIO STREET,999,1.0,2700000.0,-,2803.0,Land,-,963.0,Nov-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6223,MIMOSA TERRACE,MIMOSA DRIVE,999,1.0,2700000.0,-,1615.0,Land,-,1672.0,Mar-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6224,LANDED HOUSING DEVELOPMENT,JALAN LANA,999,1.0,2700000.0,-,2846.0,Land,-,949.0,Mar-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6225,PAVILION PARK,PAVILION GREEN,999,1.0,2700000.0,-,1616.0,Land,-,1671.0,Aug-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6226,THE SPRINGSIDE,SPRINGSIDE LINK,999,1.0,2700000.0,-,1778.0,Land,-,1518.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
6227,LANDED HOUSING DEVELOPMENT,SECOND STREET,999,1.0,2700000.0,-,1680.0,Land,-,1607.0,Jan-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6228,LANDED HOUSING DEVELOPMENT,JALAN KEMBOJA,999,1.0,2700000.0,-,2179.0,Land,-,1239.0,Nov-2020,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6229,TAI HWAN PARK,TAI HWAN CRESCENT,999,1.0,2700000.0,-,1693.0,Land,-,1595.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6230,TAI KENG GARDENS,JALAN LOKAM,999,1.0,2700000.0,-,1941.0,Land,-,1391.0,Oct-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6231,PARRYVILLE,POH HUAT DRIVE,861,1.0,2700000.0,-,1819.0,Land,-,1484.0,Jan-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
