index,project name,street name,tenure,type of sale,no. of units,price,nett price,areasq,type of area,floor level,unit price psf,date of sale,market segment_CCR,market segment_OCR,market segment_RCR,postal district_2.0,postal district_3.0,postal district_4.0,postal district_5.0,postal district_8.0,postal district_9.0,postal district_10.0,postal district_11.0,postal district_12.0,postal district_13.0,postal district_14.0,postal district_15.0,postal district_16.0,postal district_17.0,postal district_18.0,postal district_19.0,postal district_20.0,postal district_21.0,postal district_22.0,postal district_23.0,postal district_25.0,postal district_26.0,postal district_27.0,postal district_28.0,type_Detached,type_Semi-detached,type_Terrace
8527,HAPPY ESTATE,THOMSON VIEW,999,Resale,1.0,3600000.0,-,4041.0,Land,-,891.0,Sep-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8528,FLORIDA PARK,SUNRISE WAY,999,Resale,1.0,2300000.0,-,2586.0,Land,-,890.0,Feb-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8529,LANDED HOUSING DEVELOPMENT,KEW DRIVE,999,Resale,1.0,10550000.0,-,11857.0,Land,-,890.0,Dec-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8530,LA QUINTA PARK,CHUAN WALK,855,Resale,1.0,2660000.0,-,2988.0,Land,-,890.0,Apr-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8531,HILLVIEW GARDEN ESTATE,JALAN REMAJA,863,Resale,1.0,2330000.0,-,2617.0,Land,-,890.0,May-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8532,PEAKVIEW ESTATE,JALAN PARI KIKIS,999,Resale,1.0,3700000.0,-,4157.0,Land,-,890.0,Jul-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8533,LANDED HOUSING DEVELOPMENT,JALAN RABU,999,Resale,1.0,3080000.0,-,3461.0,Land,-,890.0,Sep-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8534,THE CLEMENTVALE,MAS KUNING TERRACE,75,Resale,1.0,2168000.0,-,2435.0,Land,-,890.0,Jan-2021,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8535,LANDED HOUSING DEVELOPMENT,SALLIM ROAD,999,Resale,1.0,7500000.0,-,8427.0,Land,-,890.0,Jun-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8536,BARTLEY VILLAS,HOW SUN WALK,71,Resale,1.0,1980000.0,-,2226.0,Land,-,889.0,Oct-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8537,BURGUNDY HILL,BURGUNDY CRESCENT,73,Resale,1.0,2250000.0,-,2530.0,Land,-,889.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8538,LANDED HOUSING DEVELOPMENT,MARLENE AVENUE,999,Resale,1.0,3550000.0,-,3992.0,Land,-,889.0,Feb-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8539,HILLVIEW GARDEN ESTATE,JALAN DERMAWAN,999,Resale,1.0,6680000.0,-,7513.0,Land,-,889.0,Jul-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8540,THE CLEMENTVALE,MAS KUNING TERRACE,75,Resale,1.0,1820000.0,-,2046.0,Land,-,889.0,Feb-2018,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8541,SELETAR HILLS ESTATE,JALAN KERUING,999,Resale,1.0,1920000.0,-,2160.0,Land,-,889.0,Oct-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8542,FLORENCE GARDENS,FLORENCE ROAD,860,Resale,1.0,3850000.0,-,4333.0,Land,-,889.0,Oct-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8543,LANDED HOUSING DEVELOPMENT,MARLENE AVENUE,999,Resale,1.0,5500000.0,-,6184.0,Land,-,889.0,Nov-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8544,LANDED HOUSING DEVELOPMENT,KEW TERRACE,72,Resale,1.0,2138000.0,-,2406.0,Land,-,889.0,Oct-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8545,CHUAN VISTA,CHUAN DRIVE,75,Resale,1.0,2430000.0,-,2734.0,Land,-,889.0,Apr-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8546,MUGLISTON HILL,MUGLISTON PARK,864,Resale,1.0,3350000.0,-,3766.0,Land,-,889.0,Jan-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8547,LANDED HOUSING DEVELOPMENT,EAST COAST TERRACE,999,Resale,1.0,22888000.0,-,25784.0,Land,-,888.0,Sep-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8548,PINEWOOD TERRACE,PINEWOOD GROVE,73,Resale,1.0,2351888.0,-,2648.0,Land,-,888.0,Sep-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8549,SERANGOON GARDEN ESTATE,PENSHURST PLACE,932,Resale,1.0,2400000.0,-,2702.0,Land,-,888.0,Nov-2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8550,TOH ESTATE,TOH CLOSE,999,Resale,1.0,4850000.0,-,5463.0,Land,-,888.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8551,MIMOSA VILLAS,MIMOSA WALK,856,Resale,1.0,3000000.0,-,3377.0,Land,-,888.0,Feb-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8552,SELETAR HILLS ESTATE,JALAN RESAK,857,Resale,1.0,3363000.0,-,3789.0,Land,-,888.0,Mar-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8553,FLORIDA PARK,SUNRISE AVENUE,999,Resale,1.0,3500000.0,-,3940.0,Land,-,888.0,Feb-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8554,LANDED HOUSING DEVELOPMENT,JALAN DERMAWAN,999,Resale,1.0,8533680.0,-,9610.0,Land,-,888.0,Mar-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8555,LANDED HOUSING DEVELOPMENT,UPPER EAST COAST ROAD,999,Resale,1.0,6600000.0,-,7439.0,Land,-,887.0,Jun-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8556,THE SPRINGSIDE,SPRINGSIDE GREEN,999,Resale,1.0,2680000.0,-,3020.0,Land,-,887.0,Aug-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8557,LANDED HOUSING DEVELOPMENT,DEDAP ROAD,857,Resale,1.0,3500000.0,-,3944.0,Land,-,887.0,Mar-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8558,LANDED HOUSING DEVELOPMENT,CHUAN GARDEN,999,Resale,1.0,3350000.0,-,3775.0,Land,-,887.0,Oct-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8559,LANDED HOUSING DEVELOPMENT,JALAN MELOR,999,Resale,1.0,3200000.0,-,3609.0,Land,-,887.0,Feb-2018,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8560,SARACA VILLAS,SARACA TERRACE,75,Resale,1.0,2250000.0,-,2536.0,Land,-,887.0,Oct-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8561,BEECHWOOD TERRACE,BEECHWOOD GROVE,73,Resale,1.0,1950000.0,-,2200.0,Land,-,886.0,Jan-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8562,VILLA VERDE,VERDE CRESCENT,75,Resale,1.0,1430000.0,-,1615.0,Land,-,886.0,Oct-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8563,BARTLEY VILLAS,SERANGOON LANE,71,Resale,1.0,1930000.0,-,2178.0,Land,-,886.0,Oct-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
